# CDBSCATALOG.DAT -- CDBS reference file parameters
#
# The extension (EXT) and header keywords are used to match a reference file,
# then the values of the other parameters are used.
#
#INST   REFTYPE FTYPE   TEMPLATE FILE   EXT	HEADER KEYWORDS
#----------------------------------------------------------------------
foc	bac	image	foc_bac.tpn	.r0h	instrume=foc
foc	itf	image	foc_itf.tpn	.r1h	instrume=foc
foc	uni	image	foc_uni.tpn	.r2h	instrume=foc
foc	sde	image	foc_sde.tpn	.r3h	instrume=foc
foc	geo	image	foc_geo.tpn	.r5h	instrume=foc
foc     blm     image   foc_blm.tpn     .r7h    instrume=foc
foc	cuni	table	foc_cuni.tpn	.cxu	
#----------------------------------------------------------------------
fos	ccg2	table	fos_ccg2.tpn	.cmg	
fos	ccs0	table	fos_ccs0.tpn	.cy0	
fos	ccs1	table	fos_ccs1.tpn	.cy1	
fos	ccs2	table	fos_ccs2.tpn	.cy2	
fos	ccs3	table	fos_ccs3.tpn	.cy3	
fos	ccs4	table	fos_ccs4.tpn	.cy4	
fos	ccs5	table	fos_ccs5.tpn	.cy5	
fos	ccs6	table	fos_ccs6.tpn	.cy6	
fos	ccs7	table	fos_ccs7.tpn	.cy7	
fos	ccs8	table	fos_ccs8.tpn	.cy8	
fos	ccs9	table	fos_ccs9.tpn	.cy9	
fos	ccsa	table	fos_ccsa.tpn	.cya	
fos	ccsb	table	fos_ccsb.tpn	.cyb	
fos	ccsc	table	fos_ccsc.tpn	.cyc	
fos	ccsd	table	fos_ccsd.tpn	.cyd	
fos	bac	image	fos_bac.tpn	.r0h	instrume=fos
fos	flt	image	fos_flt.tpn	.r1h	instrume=fos
fos	ivs	image	fos_ivs.tpn	.r2h	instrume=fos
fos	ret	image	fos_ret.tpn	.r3h	instrume=fos
fos	ddt	image	fos_ddt.tpn	.r4h	instrume=fos
fos	qin	image	fos_qin.tpn	.r5h	instrume=fos
fos     lsf     image   fos_lsf.tpn     .r7h    instrume=fos
fos     ais     image   fos_ais.tpn     .r8h    instrume=fos
fos	pcp	image	fos_pcp.tpn	.r9h	instrume=fos
#----------------------------------------------------------------------
hrs	ccr1	table	hrs_ccr1.tpn	.cz1	
hrs	ccr2	table	hrs_ccr2.tpn	.cz2	
hrs	ccr3	table	hrs_ccr3.tpn	.cz3	
hrs	ccr4	table	hrs_ccr4.tpn	.cz4	
hrs	ccr5	table	hrs_ccr5.tpn	.cz5	
hrs	ccr6	table	hrs_ccr6.tpn	.cz6	
hrs	ccr7	table	hrs_ccr7.tpn	.cz7	
hrs	ccr8	table	hrs_ccr8.tpn	.cz8	
hrs	ccr9	table	hrs_ccr9.tpn	.cz9	
hrs	ccra	table	hrs_ccra.tpn	.cza	
hrs	ccrb	table	hrs_ccrb.tpn	.czb	
hrs	ccrc	table	hrs_ccrc.tpn	.czc	
hrs	ccrd	table	hrs_ccrd.tpn	.czd
hrs     ccre    table   hrs_ccre.tpn    .cze
hrs	scoffc	table   hrs_scoffc.tpn  .czz	
hrs	dio	image	hrs_dio.tpn	.r0h	instrume=hrs
hrs	phc	image	hrs_phc.tpn	.r1h	instrume=hrs
hrs	vig	image	hrs_vig.tpn	.r2h	instrume=hrs
hrs	abs	image	hrs_abs.tpn	.r3h	instrume=hrs
hrs	net	image	hrs_net.tpn	.r4h	instrume=hrs
hrs	qin	image	hrs_qin.tpn	.r5h	instrume=hrs
hrs     saa     image   hrs_saa.tpn     .r6h    instrume=hrs
#----------------------------------------------------------------------
hsp	ccp0	table	hsp_ccp0.tpn	.cv0	
hsp	ccp1	table	hsp_ccp1.tpn	.cv1	
hsp	ccp2	table	hsp_ccp2.tpn	.cv2	
hsp	ccp3	table	hsp_ccp3.tpn	.cv3	
hsp	ccp4	table	hsp_ccp4.tpn	.cv4	
hsp	ccp5	table	hsp_ccp5.tpn	.cv5	
hsp	ccp6	table	hsp_ccp6.tpn	.cv6	
hsp	ccp7	table	hsp_ccp7.tpn	.cv7	
hsp	ccp8	table	hsp_ccp8.tpn	.cv8	
hsp	ccp9	table	hsp_ccp9.tpn	.cv9	
#----------------------------------------------------------------------
synphot	comptab	  table	syn_comp.tpn	.tab	dbtable=crcomplist	
synphot	graphtab  table	syn_graph.tpn	.tab	dbtable=crgraph	
synphot	throughput table syn_thru.tpn	.tab	dbtable=crthroughput
synphot	specobs  table	syn_specobs.tpn .tab    dbtable=crspecobs
synphot	spectrum table	syn_spectrum.tpn .tab   dbtable=crspectrum
synphot	phoflds  table	syn_phoflds.tpn .tab    dbtable=crphoflds
synphot	comptab	  table	syn_comp.tpn	.fits	dbtable=crcomplist	
synphot	graphtab  table	syn_graph.tpn	.fits	dbtable=crgraph	
synphot	throughput table syn_thru.tpn	.fits	dbtable=crthroughput
synphot	specobs  table	syn_specobs.tpn .fits   dbtable=crspecobs
synphot	spectrum table	syn_spectrum.tpn .fits  dbtable=crspectrum
synphot	phoflds  table	syn_phoflds.tpn .fits   dbtable=crphoflds
#----------------------------------------------------------------------
synphot	comptab	load	syn_comp_ld.tpn	.lod	reference_file_type=comptab
synphot	graphtab load   syn_graph_ld.tpn .lod	reference_file_type=graphtab
synphot	throughput load	syn_thru_ld.tpn	.lod	reference_file_type=throughput
#----------------------------------------------------------------------
wfpc	msk	image	wfp_msk.tpn	.r0h	instrume=wfpc
wfpc	a2d	image	wfp_a2d.tpn	.r1h	instrume=wfpc
wfpc	bas	image	wfp_bas.tpn	.r2h	instrume=wfpc
wfpc	prf	image	wfp_prf.tpn	.r3h	instrume=wfpc
wfpc	pur	image	wfp_pur.tpn	.r4h	instrume=wfpc
wfpc	drk	image	wfp_drk.tpn	.r5h	instrume=wfpc
wfpc	flt	image	wfp_flt.tpn	.r6h	instrume=wfpc
wfpc	phot	table	wfp_phot.tpn	.cw0	
#----------------------------------------------------------------------
wfpc2	a2d	image	wp2_a2d.tpn	.r1h	instrume=wfpc2
wfpc2	bas	image	wp2_bas.tpn	.r2h	instrume=wfpc2
wfpc2	dqf	image	wp2_dqf.tpn	.b2h	instrume=wfpc2
wfpc2	dqf	image	wp2_dqf.tpn	.b3h	instrume=wfpc2
wfpc2	dqf	image	wp2_dqf.tpn	.b4h	instrume=wfpc2
wfpc2	drk	image	wp2_drk.tpn	.r3h	instrume=wfpc2
wfpc2	flt	image	wp2_flt.tpn	.r4h	instrume=wfpc2
wfpc2	msk	image	wp2_msk.tpn	.r0h	instrume=wfpc2
wfpc2	shd	image	wp2_shd.tpn	.r5h	instrume=wfpc2
wfpc2	psf	image   wp2_psf.tpn	.r7h	instrume=wfpc2
#----------------------------------------------------------------------
foc	bac	load	foc_bac_ld.tpn	.lod	reference_file_type=bac,instrument=foc
foc	cuni	load	foc_cuni_ld.tpn	.lod	reference_file_type=cuni,instrument=foc
foc	geo	load	foc_geo_ld.tpn	.lod	reference_file_type=geo,instrument=foc
foc	geo	load	foc_geo_ld.tpn	.lod	reference_file_type=geo,instrument=foc
foc	itf	load	foc_itf_ld.tpn	.lod	reference_file_type=itf,instrument=foc
foc	sde	load	foc_sde_ld.tpn	.lod	reference_file_type=sde,instrument=foc
foc	sde	load	foc_sde_ld.tpn	.lod	reference_file_type=sde,instrument=foc
foc	uni	load	foc_uni_ld.tpn	.lod	reference_file_type=uni,instrument=foc
foc	uni	load	foc_uni_ld.tpn	.lod	reference_file_type=uni,instrument=foc
foc     blm     load    foc_blm_ld.tpn  .lod    reference_file_type=blm,instrument=foc
#----------------------------------------------------------------------
fos	bac	load	fos_bac_ld.tpn	.lod	reference_file_type=bac,instrument=fos
fos	ccg2	load	fos_ccg2_ld.tpn	.lod	reference_file_type=ccg2,instrument=fos
fos	ccs0	load	fos_ccs0_ld.tpn	.lod	reference_file_type=ccs0,instrument=fos
fos	ccs1	load	fos_ccs1_ld.tpn	.lod	reference_file_type=ccs1,instrument=fos
fos	ccs2	load	fos_ccs2_ld.tpn	.lod	reference_file_type=ccs2,instrument=fos
fos	ccs3	load	fos_ccs3_ld.tpn	.lod	reference_file_type=ccs3,instrument=fos
fos	ccs4	load	fos_ccs4_ld.tpn	.lod	reference_file_type=ccs4,instrument=fos
fos	ccs5	load	fos_ccs5_ld.tpn	.lod	reference_file_type=ccs5,instrument=fos
fos	ccs6	load	fos_ccs6_ld.tpn	.lod	reference_file_type=ccs6,instrument=fos
fos	ccs7	load	fos_ccs7_ld.tpn	.lod	reference_file_type=ccs7,instrument=fos
