# CDBSCATALOG.DAT -- CDBS reference file parameters
#
# The extension (EXT) and header keywords are used to match a reference file,
# then the values of the other parameters are used.
#
# History
# Date     OPR    Who         Reason
# -------- -----  ----------  ---------------------------------------------
# ??/??/?? ?????  ?????       Initial version
# 03/07/02 xxxxx  MSwam       Add nicmos tdd
# 06/12/02 45993  MSwam       Add thermtab, thermal
# 07/30/02 46235  MSwam       Add wfc3
# 09/17/03 49436  MSwam       Add cos
# 07/08/04 51057  MSwam       Add ACS:mdz,dxy and WFPC2:off,idc
# 10/12/04 51981  MSwam       Add ACS:cfl,csp
# 10/18/04 51962  MSwam       Add NIC:idc
# 08/31/05 53525  MSwam       Add STIS:gac
# 07/07/06 55604  MSwam       Add NIC:sd1,sd2,sd3,scn,psb
# 09/15/06 56377  MSwam       Add NIC:sdk, remove sd1-3,scn,psb (for now)
# 05/22/07 57609  MSwam       Add NIC:zpr,nlc
# 07/03/07 57851  MSwam       Add WFPC2:w4t
# 07/23/07 58375  MSwam       Add COS:burst
# 12/21/07 55604  MSwam       Add NIC:scn,psb (now OK)
# 05/28/08 59404  MSwam       Add WFC3:mdz
# 08/14/08 60643  MSwam       Add WFPC2:dxy
# 09/18/08 60848  MSwam       Add NIC:pmd,pmk
# 11/07/08 61066  MSwam       Add NIC:tdf
# 02/02/09 58375  MSwam       Add COS:tds
# 10/07/10 66259  MSwam       Add COS:spwcs
# 05/12/11 68310  MSwam       Add ACS:cte,dkc
# 06/27/11 68306  MSwam       Add ACS:imp
# 08/26/11 68293  MSwam       Add COS:walk
# 09/01/11 69084  MSwam       Add ACS:d2i,npl
# 02/06/12 68331  Mary        modify ACS:cte
# 02/07/12 68331  Mary        modify ACS:dkc
# 02/07/12 69213  Mary        Add COS:gsag
# 02/07/12 70397  Mary        Add COS:hv
# 06/14/12 71537  MSwam       Add WFC3:imp
# 05/17/13 74558  MSwam       Add WFC3:d2i
# 09/19/13 75694  MSwam       Add STIS:imp
# 06/03/14 78133  MSwam       Add WFC3:npl
#
#INST   REFTYPE FTYPE   TEMPLATE FILE   EXT	HEADER KEYWORDS
#----------------------------------------------------------------------
foc	bac	image	foc_bac.tpn	.r0h	instrume=foc
foc	itf	image	foc_itf.tpn	.r1h	instrume=foc
foc	uni	image	foc_uni.tpn	.r2h	instrume=foc
foc	sde	image	foc_sde.tpn	.r3h	instrume=foc
foc	geo	image	foc_geo.tpn	.r5h	instrume=foc
foc     blm     image   foc_blm.tpn     .r7h    instrume=foc
foc	cuni	table	foc_cuni.tpn	.cxu	
#----------------------------------------------------------------------
fos	ccg2	table	fos_ccg2.tpn	.cmg	
fos	ccs0	table	fos_ccs0.tpn	.cy0	
fos	ccs1	table	fos_ccs1.tpn	.cy1	
fos	ccs2	table	fos_ccs2.tpn	.cy2	
fos	ccs3	table	fos_ccs3.tpn	.cy3	
fos	ccs4	table	fos_ccs4.tpn	.cy4	
fos	ccs5	table	fos_ccs5.tpn	.cy5	
fos	ccs6	table	fos_ccs6.tpn	.cy6	
fos	ccs7	table	fos_ccs7.tpn	.cy7	
fos	ccs8	table	fos_ccs8.tpn	.cy8	
fos	ccs9	table	fos_ccs9.tpn	.cy9	
fos	ccsa	table	fos_ccsa.tpn	.cya	
fos	ccsb	table	fos_ccsb.tpn	.cyb	
fos	ccsc	table	fos_ccsc.tpn	.cyc	
fos	ccsd	table	fos_ccsd.tpn	.cyd	
fos	ccse	table	fos_ccse.tpn	.cye	
fos	ccsf	table	fos_ccsf.tpn	.cyf	
fos	bac	image	fos_bac.tpn	.r0h	instrume=fos
fos	flt	image	fos_flt.tpn	.r1h	instrume=fos
fos	ivs	image	fos_ivs.tpn	.r2h	instrume=fos
fos	ret	image	fos_ret.tpn	.r3h	instrume=fos
fos	ddt	image	fos_ddt.tpn	.r4h	instrume=fos
fos	qin	image	fos_qin.tpn	.r5h	instrume=fos
fos     lsf     image   fos_lsf.tpn     .r7h    instrume=fos
fos     ais     image   fos_ais.tpn     .r8h    instrume=fos
fos	pcp	image	fos_pcp.tpn	.r9h	instrume=fos
#----------------------------------------------------------------------
hrs	ccr1	table	hrs_ccr1.tpn	.cz1	
hrs	ccr2	table	hrs_ccr2.tpn	.cz2	
hrs	ccr3	table	hrs_ccr3.tpn	.cz3	
hrs	ccr4	table	hrs_ccr4.tpn	.cz4	
hrs	ccr5	table	hrs_ccr5.tpn	.cz5	
hrs	ccr6	table	hrs_ccr6.tpn	.cz6	
hrs	ccr7	table	hrs_ccr7.tpn	.cz7	
hrs	ccr8	table	hrs_ccr8.tpn	.cz8	
hrs	ccr9	table	hrs_ccr9.tpn	.cz9	
hrs	ccra	table	hrs_ccra.tpn	.cza	
hrs	ccrb	table	hrs_ccrb.tpn	.czb	
hrs	ccrc	table	hrs_ccrc.tpn	.czc	
hrs	ccrd	table	hrs_ccrd.tpn	.czd
hrs     ccre    table   hrs_ccre.tpn    .cze
hrs	scoffc	table   hrs_scoffc.tpn  .czz	
hrs	dio	image	hrs_dio.tpn	.r0h	instrume=hrs
hrs	phc	image	hrs_phc.tpn	.r1h	instrume=hrs
hrs	vig	image	hrs_vig.tpn	.r2h	instrume=hrs
hrs	abs	image	hrs_abs.tpn	.r3h	instrume=hrs
hrs	net	image	hrs_net.tpn	.r4h	instrume=hrs
hrs	qin	image	hrs_qin.tpn	.r5h	instrume=hrs
hrs     saa     image   hrs_saa.tpn     .r6h    instrume=hrs
#----------------------------------------------------------------------
hsp	ccp0	table	hsp_ccp0.tpn	.cv0	
hsp	ccp1	table	hsp_ccp1.tpn	.cv1	
hsp	ccp2	table	hsp_ccp2.tpn	.cv2	
hsp	ccp3	table	hsp_ccp3.tpn	.cv3	
hsp	ccp4	table	hsp_ccp4.tpn	.cv4	
hsp	ccp5	table	hsp_ccp5.tpn	.cv5	
hsp	ccp6	table	hsp_ccp6.tpn	.cv6	
hsp	ccp7	table	hsp_ccp7.tpn	.cv7	
hsp	ccp8	table	hsp_ccp8.tpn	.cv8	
hsp	ccp9	table	hsp_ccp9.tpn	.cv9	
#----------------------------------------------------------------------
synphot	comptab		table	syn_comp.tpn	.fits	dbtable=crcomplist	
synphot	graphtab	table	syn_graph.tpn	.fits	dbtable=crgraph	
synphot	throughput	table	syn_thru.tpn	.fits	dbtable=crthroughput
synphot	thermtab	table	syn_therm.tpn	.fits	dbtable=crthermlist	
synphot	thermal		table	syn_thermal.tpn	.fits	dbtable=crthermal
synphot	specobs		table	syn_specobs.tpn	 .fits    dbtable=crspecobs
synphot	spectrum	table	syn_spectrum.tpn .fits   dbtable=crspectrum
synphot	phoflds		table	syn_phoflds.tpn  .fits    dbtable=crphoflds
#----------------------------------------------------------------------
synphot	comptab	load	syn_comp_ld.tpn	.lod	reference_file_type=comptab
synphot	graphtab load   syn_graph_ld.tpn .lod	reference_file_type=graphtab
synphot	throughput load	syn_thru_ld.tpn	.lod	reference_file_type=throughput
synphot	thermtab load	syn_therm_ld.tpn .lod	reference_file_type=thermtab
synphot	thermal load	syn_thermal_ld.tpn .lod	reference_file_type=thermal
#----------------------------------------------------------------------
wfpc	msk	image	wfp_msk.tpn	.r0h	instrume=wfpc
wfpc	a2d	image	wfp_a2d.tpn	.r1h	instrume=wfpc
wfpc	bas	image	wfp_bas.tpn	.r2h	instrume=wfpc
wfpc	prf	image	wfp_prf.tpn	.r3h	instrume=wfpc
wfpc	pur	image	wfp_pur.tpn	.r4h	instrume=wfpc
wfpc	drk	image	wfp_drk.tpn	.r5h	instrume=wfpc
wfpc	flt	image	wfp_flt.tpn	.r6h	instrume=wfpc
wfpc	phot	table	wfp_phot.tpn	.cw0	
#----------------------------------------------------------------------
wfpc2	a2d	image	wp2_a2d.tpn	.r1h	instrume=wfpc2
wfpc2	bas	image	wp2_bas.tpn	.r2h	instrume=wfpc2
wfpc2	dqf	image	wp2_dqf.tpn	.b2h	instrume=wfpc2
wfpc2	dqf	image	wp2_dqf.tpn	.b3h	instrume=wfpc2
wfpc2	dqf	image	wp2_dqf.tpn	.b4h	instrume=wfpc2
wfpc2	drk	image	wp2_drk.tpn	.r3h	instrume=wfpc2
wfpc2	flt	image	wp2_flt.tpn	.r4h	instrume=wfpc2
wfpc2	msk	image	wp2_msk.tpn	.r0h	instrume=wfpc2
wfpc2	shd	image	wp2_shd.tpn	.r5h	instrume=wfpc2
